,guid,sentence,opinion_type,target,opinin_Term,polarity,aspect_p,pos_tag,emd_con1,emd_con2,emd_con3,emd_con4,OP_Term_Tag,Target_Tag
214,train-214,"['The', 'wait', 'staff', 'is', 'pleasant', ',', 'fun', ',', 'and', 'for', 'the', 'most', 'part', 'gorgeous', '(', 'in', 'the', 'wonderful', 'aesthetic', 'beautification', 'way', ',', 'not', 'in', 'that', 'she', ""'s"", '-', 'way', '-', 'cuter', '-', 'than', '-', 'me', '-', 'that', '-', 'b', '@', '#', '$', '*', 'way', ')', '.']",explicit,wait staff,fun,positive,SERVICE GENERAL positive,"['DET', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PART', 'ADP', 'SCONJ', 'PRON', 'AUX', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'PUNCT', 'PRON', 'PUNCT', 'SCONJ', 'PUNCT', 'NOUN', 'ADP', 'SYM', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'PUNCT']","['O', 'O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
215,train-215,"['The', 'wait', 'staff', 'is', 'pleasant', ',', 'fun', ',', 'and', 'for', 'the', 'most', 'part', 'gorgeous', '(', 'in', 'the', 'wonderful', 'aesthetic', 'beautification', 'way', ',', 'not', 'in', 'that', 'she', ""'s"", '-', 'way', '-', 'cuter', '-', 'than', '-', 'me', '-', 'that', '-', 'b', '@', '#', '$', '*', 'way', ')', '.']",explicit,wait staff,gorgeous,positive,SERVICE GENERAL positive,"['DET', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PART', 'ADP', 'SCONJ', 'PRON', 'AUX', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'PUNCT', 'PRON', 'PUNCT', 'SCONJ', 'PUNCT', 'NOUN', 'ADP', 'SYM', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'CCONJ', 'ADP', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'CCONJ', 'ADP', 'O', 'O', 'NOUN', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'CCONJ', 'ADP', 'O', 'ADJ', 'NOUN', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
216,train-216,"['One', 'of', 'the', 'best', 'hot', 'dogs', 'I', 'have', 'ever', 'eaten', '.']",implicit,,best,positive,FOOD QUALITY positive,"['NUM', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'PUNCT']","['O', 'O', 'O', 'ADJ', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'ADJ', 'ADJ', 'NOUN', 'O', 'O', 'O', 'VERB', 'O']","['O', 'O', 'O', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'O']","['O', 'O', 'O', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'O']","['O', 'O', 'O', 'B-IT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-NULL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
217,train-217,"['fine', 'dining', 'restaurant', 'quality', '.']",explicit,dining,fine,positive,FOOD QUALITY positive,"['ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['ADJ', 'NOUN', 'O', 'O', 'O']","['ADJ', 'NOUN', 'O', 'NOUN', 'O']","['ADJ', 'NOUN', 'NOUN', 'NOUN', 'O']","['ADJ', 'NOUN', 'NOUN', 'NOUN', 'O']","['B-ET', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'O', 'O', 'O']"
218,train-218,"['It', 'melted', 'in', 'my', 'little', 'mouth', 'and', 'the', 'perfect', 'consistency', '-', 'not', 'too', 'fishy', ',', 'creamy', ',', 'and', 'slightly', 'buttery', '.']",implicit,,perfect consistency,positive,FOOD QUALITY positive,"['PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'I-IT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'I-NULL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
219,train-219,"['It', 'melted', 'in', 'my', 'little', 'mouth', 'and', 'the', 'perfect', 'consistency', '-', 'not', 'too', 'fishy', ',', 'creamy', ',', 'and', 'slightly', 'buttery', '.']",implicit,,not too fishy,positive,FOOD QUALITY positive,"['PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PART', 'ADV', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PART', 'ADV', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PART', 'ADV', 'ADJ', 'O', 'ADJ', 'O', 'CCONJ', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PART', 'ADV', 'ADJ', 'O', 'ADJ', 'O', 'CCONJ', 'ADV', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'I-IT', 'I-IT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'I-NULL', 'I-NULL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
220,train-220,"['It', 'melted', 'in', 'my', 'little', 'mouth', 'and', 'the', 'perfect', 'consistency', '-', 'not', 'too', 'fishy', ',', 'creamy', ',', 'and', 'slightly', 'buttery', '.']",implicit,,creamy,positive,FOOD QUALITY positive,"['PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PART', 'ADV', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PART', 'ADV', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PART', 'ADV', 'ADJ', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'O', 'O', 'O', 'O', 'O']"
221,train-221,"['It', 'melted', 'in', 'my', 'little', 'mouth', 'and', 'the', 'perfect', 'consistency', '-', 'not', 'too', 'fishy', ',', 'creamy', ',', 'and', 'slightly', 'buttery', '.']",implicit,,buttery,positive,FOOD QUALITY positive,"['PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'CCONJ', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'CCONJ', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'CCONJ', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'O']"
222,train-222,"['They', 'charge', 'different', 'prices', 'all', 'the', 'time', '.']",implicit,,charge different prices,negative,SERVICE GENERAL negative,"['PRON', 'VERB', 'ADJ', 'NOUN', 'DET', 'DET', 'NOUN', 'PUNCT']","['O', 'VERB', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O']","['PRON', 'VERB', 'ADJ', 'NOUN', 'O', 'O', 'NOUN', 'O']","['PRON', 'VERB', 'ADJ', 'NOUN', 'O', 'O', 'NOUN', 'O']","['PRON', 'VERB', 'ADJ', 'NOUN', 'O', 'O', 'NOUN', 'O']","['O', 'B-IT', 'I-IT', 'I-IT', 'O', 'O', 'O', 'O']","['O', 'B-NULL', 'I-NULL', 'I-NULL', 'O', 'O', 'O', 'O']"
223,train-223,"['I', 'read', 'reviews', 'that', 'called', 'the', 'restaurant', 'too', 'expensive', 'and', 'I', 'thought', 'to', 'myself', ',', 'but', 'may', 'be', 'it', 'is', 'worth', 'it', '.']",explicit,restaurant,expensive,negative,RESTAURANT PRICES negative,"['PRON', 'VERB', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'CCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'AUX', 'AUX', 'PRON', 'AUX', 'ADJ', 'PRON', 'PUNCT']","['O', 'O', 'O', 'O', 'VERB', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'VERB', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'VERB', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'VERB', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
224,train-224,"['I', 'read', 'reviews', 'that', 'called', 'the', 'restaurant', 'too', 'expensive', 'and', 'I', 'thought', 'to', 'myself', ',', 'but', 'may', 'be', 'it', 'is', 'worth', 'it', '.']",explicit,restaurant,expensive,negative,RESTAURANT GENERAL negative,"['PRON', 'VERB', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'CCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'AUX', 'AUX', 'PRON', 'AUX', 'ADJ', 'PRON', 'PUNCT']","['O', 'O', 'O', 'O', 'VERB', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'VERB', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'VERB', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'VERB', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
225,train-225,"['This', 'tiny', 'restaurant', 'is', 'as', 'cozy', 'as', 'it', 'gets', ',', 'with', 'that', 'certain', 'Parisian', 'flair', '.']",explicit,restaurant,cozy,positive,AMBIENCE GENERAL positive,"['DET', 'ADJ', 'NOUN', 'AUX', 'ADV', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'ADP', 'O', 'O', 'O', 'O', 'O']","['O', 'ADJ', 'NOUN', 'AUX', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'ADP', 'O', 'O', 'O', 'NOUN', 'O']","['O', 'ADJ', 'NOUN', 'AUX', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'ADP', 'O', 'ADJ', 'ADJ', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
226,train-226,"['and', 'yes', 'Dal', 'Bukhara', 'is', 'so', 'dam', 'good', 'and', 'so', 'are', 'all', 'the', 'kababs', '.']",explicit,kababs,good,positive,FOOD QUALITY positive,"['CCONJ', 'INTJ', 'PROPN', 'PROPN', 'AUX', 'ADV', 'NOUN', 'ADJ', 'CCONJ', 'ADV', 'AUX', 'DET', 'DET', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['CCONJ', 'INTJ', 'O', 'PROPN', 'AUX', 'O', 'O', 'ADJ', 'CCONJ', 'O', 'AUX', 'O', 'O', 'O', 'O']","['CCONJ', 'INTJ', 'PROPN', 'PROPN', 'AUX', 'O', 'O', 'ADJ', 'CCONJ', 'ADV', 'AUX', 'O', 'O', 'NOUN', 'O']","['CCONJ', 'INTJ', 'PROPN', 'PROPN', 'AUX', 'O', 'O', 'ADJ', 'CCONJ', 'ADV', 'AUX', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
227,train-227,"['and', 'yes', 'Dal', 'Bukhara', 'is', 'so', 'dam', 'good', 'and', 'so', 'are', 'all', 'the', 'kababs', '.']",explicit,Dal Bukhara,good,positive,FOOD QUALITY positive,"['CCONJ', 'INTJ', 'PROPN', 'PROPN', 'AUX', 'ADV', 'NOUN', 'ADJ', 'CCONJ', 'ADV', 'AUX', 'DET', 'DET', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['CCONJ', 'INTJ', 'O', 'PROPN', 'AUX', 'O', 'O', 'ADJ', 'CCONJ', 'O', 'AUX', 'O', 'O', 'O', 'O']","['CCONJ', 'INTJ', 'PROPN', 'PROPN', 'AUX', 'O', 'O', 'ADJ', 'CCONJ', 'ADV', 'AUX', 'O', 'O', 'NOUN', 'O']","['CCONJ', 'INTJ', 'PROPN', 'PROPN', 'AUX', 'O', 'O', 'ADJ', 'CCONJ', 'ADV', 'AUX', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
228,train-228,"['the', 'crust', 'was', 'imazingly', 'cooked', 'well', 'and', 'pizza', 'was', 'fully', 'loaded', ':', ')', ':', ')', ':', ')']",explicit,crust,cooked well,positive,FOOD QUALITY positive,"['DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADV', 'CCONJ', 'NOUN', 'AUX', 'ADV', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT']","['O', 'O', 'O', 'O', 'VERB', 'ADV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADV', 'CCONJ', 'O', 'O', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADV', 'CCONJ', 'NOUN', 'AUX', 'ADV', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADV', 'CCONJ', 'NOUN', 'AUX', 'ADV', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-ET', 'I-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
229,train-229,"['the', 'crust', 'was', 'imazingly', 'cooked', 'well', 'and', 'pizza', 'was', 'fully', 'loaded', ':', ')', ':', ')', ':', ')']",explicit,pizza,fully loaded,positive,FOOD STYLE_OPTIONS positive,"['DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADV', 'CCONJ', 'NOUN', 'AUX', 'ADV', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'AUX', 'ADV', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'AUX', 'ADV', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'AUX', 'ADV', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'I-ET', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
230,train-230,"['I', 'highly', 'recommend', 'the', 'restaurant', 'based', 'on', 'our', 'experience', 'last', 'night', '.']",explicit,restaurant,recommend,positive,RESTAURANT GENERAL positive,"['PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'ADV', 'VERB', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'ADV', 'VERB', 'O', 'NOUN', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'ADV', 'VERB', 'O', 'NOUN', 'VERB', 'ADP', 'O', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
